drug_name	ind_name	ind_id	NCT	status	phase	DetailedStatus	DrugCUI	DrugString
Irinotecan	Malignant tumor of colon	C0007102	NCT00033306	Terminated	Phase 2		C0123931	(+)-Irinotecan
Gefitinib	Squamous cell carcinoma of the hypopharynx stage III	C0280390	NCT00033449	Terminated	Phase 1	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Cisplatin	Squamous cell carcinoma of the hypopharynx stage III	C0280390	NCT00033449	Terminated	Phase 1	Administratively complete.	C0008838	cisplatino
Gefitinib	Laryngeal squamous cell carcinoma stage III	C0280397	NCT00033449	Terminated	Phase 1	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Cisplatin	Laryngeal squamous cell carcinoma stage III	C0280397	NCT00033449	Terminated	Phase 1	Administratively complete.	C0008838	cisplatino
Gefitinib	stage III squamous cell carcinoma of the lip and oral cavity	C0280353	NCT00033449	Terminated	Phase 1	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Cisplatin	stage III squamous cell carcinoma of the lip and oral cavity	C0280353	NCT00033449	Terminated	Phase 1	Administratively complete.	C0008838	cisplatino
Gefitinib	Oropharyngeal squamous cell carcinoma stage III	C0280372	NCT00033449	Terminated	Phase 1	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Cisplatin	Oropharyngeal squamous cell carcinoma stage III	C0280372	NCT00033449	Terminated	Phase 1	Administratively complete.	C0008838	cisplatino
Gefitinib	Squamous cell carcinoma of the hypopharynx stage IV	C0280391	NCT00033449	Terminated	Phase 1	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Cisplatin	Squamous cell carcinoma of the hypopharynx stage IV	C0280391	NCT00033449	Terminated	Phase 1	Administratively complete.	C0008838	cisplatino
Gefitinib	Laryngeal squamous cell carcinoma stage IV	C0280399	NCT00033449	Terminated	Phase 1	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Cisplatin	Laryngeal squamous cell carcinoma stage IV	C0280399	NCT00033449	Terminated	Phase 1	Administratively complete.	C0008838	cisplatino
Gefitinib	stage IV squamous cell carcinoma of the lip and oral cavity	C0280358	NCT00033449	Terminated	Phase 1	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Cisplatin	stage IV squamous cell carcinoma of the lip and oral cavity	C0280358	NCT00033449	Terminated	Phase 1	Administratively complete.	C0008838	cisplatino
Gefitinib	stage IV squamous cell carcinoma of the oropharynx	C0280374	NCT00033449	Terminated	Phase 1	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Cisplatin	stage IV squamous cell carcinoma of the oropharynx	C0280374	NCT00033449	Terminated	Phase 1	Administratively complete.	C0008838	cisplatino
Celecoxib	Malignant tumor of colon	C0007102	NCT00033371	Terminated	Phase 2	Slow recruitment.	C0538927	p-(5-p-Tolyl-3-(trifluoromethyl)pyrazol-1-yl)benzenesulfonamide
Eflornithine	Malignant tumor of colon	C0007102	NCT00033371	Terminated	Phase 2	Slow recruitment.	C0002260	alpha-difluoromethylornithine
Celecoxib	Adenomatous Polyposis Coli	C0032580	NCT00033371	Terminated	Phase 2	Slow recruitment.	C0538927	p-(5-p-Tolyl-3-(trifluoromethyl)pyrazol-1-yl)benzenesulfonamide
Eflornithine	Adenomatous Polyposis Coli	C0032580	NCT00033371	Terminated	Phase 2	Slow recruitment.	C0002260	alpha-difluoromethylornithine
Dexrazoxane	Ewings sarcoma	C0553580	NCT00038142	Terminated	Phase 2	Low Accrual	C0086444	Dexrazoxanum
Cyclophosphamide	Ewings sarcoma	C0553580	NCT00038142	Terminated	Phase 2	Low Accrual	C0010583	Cyclophosphamidum
Vincristine	Ewings sarcoma	C0553580	NCT00038142	Terminated	Phase 2	Low Accrual	C0042679	Vincristina
Doxorubicin	Ewings sarcoma	C0553580	NCT00038142	Terminated	Phase 2	Low Accrual	C0013089	Doxorubicine
Celecoxib	Neoplasm Metastasis	C0027627	NCT00037180	Terminated	Phase 2		C0538927	p-(5-p-Tolyl-3-(trifluoromethyl)pyrazol-1-yl)benzenesulfonamide
Celecoxib	Colorectal Neoplasms	C0009404	NCT00037180	Terminated	Phase 2		C0538927	p-(5-p-Tolyl-3-(trifluoromethyl)pyrazol-1-yl)benzenesulfonamide
Abatacept	Multiple Sclerosis	C0026769	NCT00035529	Terminated	Phase 2		C1619966	Abatacept recombinant
Irinotecan	Colorectal Neoplasms	C0009404	NCT00040391	Terminated	Phase 2		C0123931	(+)-Irinotecan
Irinotecan	Diarrhea	C0011991	NCT00040391	Terminated	Phase 2		C0123931	(+)-Irinotecan
Pegfilgrastim	Hemoglobinopathies	C0019045	NCT00040417	Terminated	Phase 2		C4735048	pegfilgrastim-cbqv
Pegfilgrastim	Thalassemia	C0039730	NCT00040417	Terminated	Phase 2		C4735048	pegfilgrastim-cbqv
Trastuzumab	Breast cancer recurrent	C0278493	NCT00039455	Terminated	Phase 1	Administratively complete.	C5187552	trastuzumab-anns
Oprelvekin	Ulcerative Colitis	C0009324	NCT00038922	Terminated	Phase 1		C0537670	Recombinant interleukin-11
Oprelvekin	Inflammatory Bowel Diseases	C0021390	NCT00038922	Terminated	Phase 1		C0537670	Recombinant interleukin-11
Isotretinoin	T-Cell Lymphoma	C0079772	NCT00038376	Terminated	Phase 2		C0022265	Isotrétinoine
Isotretinoin	Mycosis Fungoides	C0026948	NCT00038376	Terminated	Phase 2		C0022265	Isotrétinoine
Isotretinoin	Hematologic Neoplasms	C0376545	NCT00038376	Terminated	Phase 2		C0022265	Isotrétinoine
Bevacizumab	Malignant tumor of colon	C0007102	NCT00043004	Terminated	Phase 2	low accrual	C0796392	Anti-VEGF monoclonal antibody
Levoleucovorin	Malignant tumor of colon	C0007102	NCT00043004	Terminated	Phase 2	low accrual	C2721771	ácido levofolínico
Carboplatin	Non-small cell lung cancer stage IIIB	C0278984	NCT00042302	Terminated	Phase 3		C0079083	cis-diammine(1,1-cyclobutanedicarboxylato)platinum(II)
Paclitaxel	Non-small cell lung cancer stage IIIB	C0278984	NCT00042302	Terminated	Phase 3		C0144576	(2aR-(2aalpha,4beta,4abeta,6beta,9alpha(alpha R*,betaS*),11alpha,12alpha,12balpha))-beta-(Benzoylamino)-alpha-hydroxybenzenepropanoic acid 6,12b-bis(acetyloxy)-12-(benzoyloxy)-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-4,11-dihydroxy-4a,8,13,13-tetramethyl-5-oxo-7,11-methano-1H-cyclodeca(3,4)benz(1,2-b)oxet-9-yl ester
Carboplatin	Non-small cell lung cancer metastatic	C0278987	NCT00042302	Terminated	Phase 3		C0079083	cis-diammine(1,1-cyclobutanedicarboxylato)platinum(II)
Paclitaxel	Non-small cell lung cancer metastatic	C0278987	NCT00042302	Terminated	Phase 3		C0144576	(2aR-(2aalpha,4beta,4abeta,6beta,9alpha(alpha R*,betaS*),11alpha,12alpha,12balpha))-beta-(Benzoylamino)-alpha-hydroxybenzenepropanoic acid 6,12b-bis(acetyloxy)-12-(benzoyloxy)-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-4,11-dihydroxy-4a,8,13,13-tetramethyl-5-oxo-7,11-methano-1H-cyclodeca(3,4)benz(1,2-b)oxet-9-yl ester
Vinorelbine	Non-small cell lung cancer stage IIIB	C0278984	NCT00042315	Terminated	Phase 3		C0078257	Vinorelbinum
Vinblastine	Non-small cell lung cancer stage IIIB	C0278984	NCT00042315	Terminated	Phase 3		C0042670	Vinblastina
Vinorelbine	Non-small cell lung cancer metastatic	C0278987	NCT00042315	Terminated	Phase 3		C0078257	Vinorelbinum
Vinblastine	Non-small cell lung cancer metastatic	C0278987	NCT00042315	Terminated	Phase 3		C0042670	Vinblastina
Docetaxel	thorax/respiratory cancer	C0279170	NCT00041171	Withdrawn	Phase 3	The study was not activated.	C0246415	Docetaxel
Docetaxel	adult solid tumor	C0280099	NCT00041171	Withdrawn	Phase 3	The study was not activated.	C0246415	Docetaxel
Docetaxel	kidney/urinary cancer	C0279521	NCT00041171	Withdrawn	Phase 3	The study was not activated.	C0246415	Docetaxel
Docetaxel	male reproductive cancer	C0699888	NCT00041171	Withdrawn	Phase 3	The study was not activated.	C0246415	Docetaxel
Nitric Oxide	Hypoxemia	C0700292	NCT00041548	Terminated	Phase 1/Phase 2	slow enrollment	C0028128	óxido nítrico
Nitric Oxide	Acidosis, Respiratory	C0001127	NCT00041548	Terminated	Phase 1/Phase 2	slow enrollment	C0028128	óxido nítrico
Cyclophosphamide	Scleroderma	C0011644	NCT00040651	Terminated	Phase 1		C0010583	Cyclophosphamidum
Cyclophosphamide	Systemic Scleroderma	C0036421	NCT00040651	Terminated	Phase 1		C0010583	Cyclophosphamidum
Nitric Oxide	Anoxemia	C0003129	NCT00041561	Terminated	Phase 3	Study stopped due to poor enrollment	C0028128	óxido nítrico
Cisplatin	Malignant neoplasm of lung	C0242379	NCT00045617	Terminated	Phase 2	Closed due to lack of drug availability.	C0008838	cisplatino
Etoposide	Malignant neoplasm of lung	C0242379	NCT00045617	Terminated	Phase 2	Closed due to lack of drug availability.	C0015133	9-((4,6-O-Ethylidine-beta-D-glucopyranosyl)oxy)-5,8,8a,9-tetrahydro-5-(4-hydroxy-3,4-dimethyloxyphenyl)furo(3',4'':6,7)naptho-(2,3-d)-1,3-dioxol-6(5aH)-one
Fluorouracil	Solid tumour	C0280100	NCT00044785	Terminated	Phase 1		C0016360	Fluorouracilum
Bortezomib	Non-small cell lung cancer metastatic	C0278987	NCT00040768	Terminated	Phase 2	Administratively complete.	C1176309	[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid
Bortezomib	Non-small cell lung cancer recurrent	C0278517	NCT00040768	Terminated	Phase 2	Administratively complete.	C1176309	[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid
Micafungin	Aspergillosis	C0004030	NCT00047827	Terminated	Phase 2	Inadequate enrollment	C1120386	Micafungina
Decitabine	adult acute myeloid leukemia with 11q23 (MLL) abnormalities	C1541334	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Decitabine	adult acute myeloid leukemia with inv(16)(p13;q22)	C1541333	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Decitabine	adult acute myeloid leukemia with t(15;17)(q22;q12)	C1541335	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Decitabine	adult acute myeloid leukemia with t(16;16)(p13;q22)	C1541332	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Decitabine	adult acute myeloid leukemia with t(8;21)(q22;q22)	C1541331	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Decitabine	Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative	C1292772	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Decitabine	de novo myelodysplastic syndromes	C0280451	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Decitabine	Myelodysplastic/myeloproliferative neoplasm, unclassifiable	C1328061	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Decitabine	previously treated myelodysplastic syndromes	C0280744	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Decitabine	recurrent adult acute myeloid leukemia	C0278780	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Decitabine	secondary acute myeloid leukemia	C0280449	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Decitabine	secondary myelodysplastic syndromes	C0280745	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Decitabine	untreated adult acute myeloid leukemia	C0279089	NCT00049582	Terminated	Phase 1		C0049065	5-azadeoxycytidine
Alemtuzumab	Graft failure	C1262018	NCT00048399	Terminated	Phase 1/Phase 2		C0383429	Alemtuzumab
Erlotinib	adult primary hepatocellular carcinoma	C0279607	NCT00047333	Terminated	Phase 2	Administratively complete.	C1135135	[6,7-Bis-(2-methoxy-ethoxy)-quinazolin-4-yl]-(3-ethynyl-phenyl)-amine
Erlotinib	advanced adult primary liver cancer	C0278774	NCT00047333	Terminated	Phase 2	Administratively complete.	C1135135	[6,7-Bis-(2-methoxy-ethoxy)-quinazolin-4-yl]-(3-ethynyl-phenyl)-amine
Erlotinib	localized unresectable adult primary liver cancer	C0278773	NCT00047333	Terminated	Phase 2	Administratively complete.	C1135135	[6,7-Bis-(2-methoxy-ethoxy)-quinazolin-4-yl]-(3-ethynyl-phenyl)-amine
Oxaliplatin	Colorectal Neoplasms	C0009404	NCT00051688	Terminated	Phase 2		C0069717	oxaliplatine
Micafungin	Invasive Fungal Infections	C1262313	NCT00048750	Terminated	Phase 3	Inadequate enrollment	C1120386	Micafungina
Verteporfin	Basal Cell Nevus Syndrome	C0004779	NCT00049959	Terminated	Phase 3		C0387288	Verteporfinum
Bevacizumab	unspecified adult solid tumor, protocol specific	C0279004	NCT00049088	Terminated	Phase 1	Administratively complete.	C0796392	Anti-VEGF monoclonal antibody
Docetaxel	unspecified adult solid tumor, protocol specific	C0279004	NCT00049088	Terminated	Phase 1	Administratively complete.	C0246415	Docetaxel
Aldesleukin	childhood chronic myelogenous leukemia	C1327920	NCT00052598	Terminated	Phase 1/Phase 2		C0218986	Aldesleukina
Aldesleukin	Childhood myelodysplastic syndrome	C2347761	NCT00052598	Terminated	Phase 1/Phase 2		C0218986	Aldesleukina
Aldesleukin	recurrent adult acute myeloid leukemia	C0278780	NCT00052598	Terminated	Phase 1/Phase 2		C0218986	Aldesleukina
Aldesleukin	recurrent childhood acute myeloid leukemia	C0278776	NCT00052598	Terminated	Phase 1/Phase 2		C0218986	Aldesleukina
Aldesleukin	chronic myelogenous leukemia in relapse	C0278787	NCT00052598	Terminated	Phase 1/Phase 2		C0218986	Aldesleukina
Aldesleukin	secondary acute myeloid leukemia	C0280449	NCT00052598	Terminated	Phase 1/Phase 2		C0218986	Aldesleukina
Aldesleukin	Acute Myeloid Leukemia Arising from Previous Myelodysplastic Syndrome	C1332153	NCT00052598	Terminated	Phase 1/Phase 2		C0218986	Aldesleukina
Aldesleukin	adult acute myeloid leukemia with 11q23 (MLL) abnormalities	C1541334	NCT00052598	Terminated	Phase 1/Phase 2		C0218986	Aldesleukina
Aldesleukin	adult acute myeloid leukemia with inv(16)(p13;q22)	C1541333	NCT00052598	Terminated	Phase 1/Phase 2		C0218986	Aldesleukina
Aldesleukin	adult acute myeloid leukemia with t(15;17)(q22;q12)	C1541335	NCT00052598	Terminated	Phase 1/Phase 2		C0218986	Aldesleukina
Aldesleukin	adult acute myeloid leukemia with t(16;16)(p13;q22)	C1541332	NCT00052598	Terminated	Phase 1/Phase 2		C0218986	Aldesleukina
Aldesleukin	adult acute myeloid leukemia with t(8;21)(q22;q22)	C1541331	NCT00052598	Terminated	Phase 1/Phase 2		C0218986	Aldesleukina
Gemcitabine	Malignant tumor of colon	C0007102	NCT00049608	Terminated	Phase 1	Principal investigator [PI] has left institution.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	Malignant neoplasm of lung	C0242379	NCT00049608	Terminated	Phase 1	Principal investigator [PI] has left institution.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gefitinib	Adenocarcinoma of colon	C0338106	NCT00052585	Terminated	Phase 2	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Fluorouracil	Adenocarcinoma of colon	C0338106	NCT00052585	Terminated	Phase 2	Administratively complete.	C0016360	Fluorouracilum
Irinotecan	Adenocarcinoma of colon	C0338106	NCT00052585	Terminated	Phase 2	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Adenocarcinoma of colon	C0338106	NCT00052585	Terminated	Phase 2	Administratively complete.	C2721771	ácido levofolínico
Gefitinib	Adenocarcinoma of rectum	C0149978	NCT00052585	Terminated	Phase 2	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Fluorouracil	Adenocarcinoma of rectum	C0149978	NCT00052585	Terminated	Phase 2	Administratively complete.	C0016360	Fluorouracilum
Irinotecan	Adenocarcinoma of rectum	C0149978	NCT00052585	Terminated	Phase 2	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Adenocarcinoma of rectum	C0149978	NCT00052585	Terminated	Phase 2	Administratively complete.	C2721771	ácido levofolínico
Gefitinib	Mucinous adenocarcinoma of colon	C0279639	NCT00052585	Terminated	Phase 2	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Fluorouracil	Mucinous adenocarcinoma of colon	C0279639	NCT00052585	Terminated	Phase 2	Administratively complete.	C0016360	Fluorouracilum
Irinotecan	Mucinous adenocarcinoma of colon	C0279639	NCT00052585	Terminated	Phase 2	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Mucinous adenocarcinoma of colon	C0279639	NCT00052585	Terminated	Phase 2	Administratively complete.	C2721771	ácido levofolínico
Gefitinib	mucinous adenocarcinoma of rectum	C0279652	NCT00052585	Terminated	Phase 2	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Fluorouracil	mucinous adenocarcinoma of rectum	C0279652	NCT00052585	Terminated	Phase 2	Administratively complete.	C0016360	Fluorouracilum
Irinotecan	mucinous adenocarcinoma of rectum	C0279652	NCT00052585	Terminated	Phase 2	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	mucinous adenocarcinoma of rectum	C0279652	NCT00052585	Terminated	Phase 2	Administratively complete.	C2721771	ácido levofolínico
Gefitinib	Colon cancer recurrent	C0278553	NCT00052585	Terminated	Phase 2	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Fluorouracil	Colon cancer recurrent	C0278553	NCT00052585	Terminated	Phase 2	Administratively complete.	C0016360	Fluorouracilum
Irinotecan	Colon cancer recurrent	C0278553	NCT00052585	Terminated	Phase 2	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Colon cancer recurrent	C0278553	NCT00052585	Terminated	Phase 2	Administratively complete.	C2721771	ácido levofolínico
Gefitinib	Recurrent Rectal Cancer	C0278554	NCT00052585	Terminated	Phase 2	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Fluorouracil	Recurrent Rectal Cancer	C0278554	NCT00052585	Terminated	Phase 2	Administratively complete.	C0016360	Fluorouracilum
Irinotecan	Recurrent Rectal Cancer	C0278554	NCT00052585	Terminated	Phase 2	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	Recurrent Rectal Cancer	C0278554	NCT00052585	Terminated	Phase 2	Administratively complete.	C2721771	ácido levofolínico
Gefitinib	signet ring adenocarcinoma of the colon	C0279640	NCT00052585	Terminated	Phase 2	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Fluorouracil	signet ring adenocarcinoma of the colon	C0279640	NCT00052585	Terminated	Phase 2	Administratively complete.	C0016360	Fluorouracilum
Irinotecan	signet ring adenocarcinoma of the colon	C0279640	NCT00052585	Terminated	Phase 2	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	signet ring adenocarcinoma of the colon	C0279640	NCT00052585	Terminated	Phase 2	Administratively complete.	C2721771	ácido levofolínico
Gefitinib	signet ring adenocarcinoma of the rectum	C0279654	NCT00052585	Terminated	Phase 2	Administratively complete.	C1122962	4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline
Fluorouracil	signet ring adenocarcinoma of the rectum	C0279654	NCT00052585	Terminated	Phase 2	Administratively complete.	C0016360	Fluorouracilum
Irinotecan	signet ring adenocarcinoma of the rectum	C0279654	NCT00052585	Terminated	Phase 2	Administratively complete.	C0123931	(+)-Irinotecan
Levoleucovorin	signet ring adenocarcinoma of the rectum	C0279654	NCT00052585	Terminated	Phase 2	Administratively complete.	C2721771	ácido levofolínico
Aldesleukin	Mycosis fungoides/Sezary syndrome recurrent	C0862200	NCT00052377	Terminated	Phase 1/Phase 2	Administratively complete.	C0218986	Aldesleukina
Aldesleukin	Cutaneous T-cell lymphoma recurrent	C0278580	NCT00052377	Terminated	Phase 1/Phase 2	Administratively complete.	C0218986	Aldesleukina
Aldesleukin	Cutaneous T-cell lymphoma stage I	C0278566	NCT00052377	Terminated	Phase 1/Phase 2	Administratively complete.	C0218986	Aldesleukina
Aldesleukin	Mycosis fungoides/Sezary syndrome stage I	C0862211	NCT00052377	Terminated	Phase 1/Phase 2	Administratively complete.	C0218986	Aldesleukina
Aldesleukin	Cutaneous T-cell lymphoma stage II	C0278568	NCT00052377	Terminated	Phase 1/Phase 2	Administratively complete.	C0218986	Aldesleukina
Aldesleukin	Mycosis fungoides/Sezary syndrome stage II	C0862216	NCT00052377	Terminated	Phase 1/Phase 2	Administratively complete.	C0218986	Aldesleukina
Aldesleukin	Cutaneous T-cell lymphoma stage III	C0278570	NCT00052377	Terminated	Phase 1/Phase 2	Administratively complete.	C0218986	Aldesleukina
Aldesleukin	Mycosis fungoides/Sezary syndrome stage III	C0862221	NCT00052377	Terminated	Phase 1/Phase 2	Administratively complete.	C0218986	Aldesleukina
Aldesleukin	Cutaneous T-cell lymphoma stage IV	C0278572	NCT00052377	Terminated	Phase 1/Phase 2	Administratively complete.	C0218986	Aldesleukina
Aldesleukin	Mycosis fungoides/Sezary syndrome stage IV	C0862226	NCT00052377	Terminated	Phase 1/Phase 2	Administratively complete.	C0218986	Aldesleukina
Gemcitabine	ovarian neoplasm	C0919267	NCT00051584	Terminated	Phase 2		C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Doxorubicin	ovarian neoplasm	C0919267	NCT00051584	Terminated	Phase 2		C0013089	Doxorubicine
Azathioprine	Pulmonary Fibrosis	C0034069	NCT00052039	Terminated	Phase 3	Study design changes were needed based on GIPF-001 results	C0004482	Azamun
Cyclosporine	leukemia	C0023418	NCT00053014	Terminated	Phase 2	Poor accrual	C0010592	Cyclosporine
Mycophenolate mofetil	leukemia	C0023418	NCT00053014	Terminated	Phase 2	Poor accrual	C0209368	2-morpholinoethyl (E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-5-phthalanyl)-4-methyl-4-hexenoate
Mycophenolic acid	leukemia	C0023418	NCT00053014	Terminated	Phase 2	Poor accrual	C0026933	Mycophenolsäure
Aldesleukin	Neuroblastoma recurrent	C0278695	NCT00054405	Terminated	Phase 1	Administratively complete.	C0218986	Aldesleukina
Gemcitabine	Malignant neoplasm of lung	C0242379	NCT00054392	Withdrawn	Phase 3	Not opened at Fox Chase Cancer Center	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Carboplatin	Malignant neoplasm of lung	C0242379	NCT00054392	Withdrawn	Phase 3	Not opened at Fox Chase Cancer Center	C0079083	cis-diammine(1,1-cyclobutanedicarboxylato)platinum(II)
Trastuzumab	Breast cancer recurrent	C0278493	NCT00053339	Withdrawn	Phase 3	The study was not activated.	C5187552	trastuzumab-anns
Tamoxifen	Breast cancer recurrent	C0278493	NCT00053339	Withdrawn	Phase 3	The study was not activated.	C0039286	1-para-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene
Vinorelbine	Malignant neoplasm of lung	C0242379	NCT00055887	Withdrawn	Phase 3	Study never started. No patients were enrolled.	C0078257	Vinorelbinum
Gemcitabine	Malignant neoplasm of lung	C0242379	NCT00055887	Withdrawn	Phase 3	Study never started. No patients were enrolled.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Fondaparinux sodium	Myocardial Infarction	C0027051	NCT00060554	Withdrawn	Phase 2	Drug sold to Sanofi-Aventis who sold it to GSK; OBS no longer owns study and does not have    data.	C1098510	Natural heparin pentasaccharide
Gemcitabine	stage IV adult Hodgkin's lymphoma	C0278473	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	stage IV adult immunoblastic large cell lymphoma	C0280177	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	stage IV adult lymphoblastic lymphoma	C0280178	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	Adult T-cell lymphoma/leukaemia stage IV	C0280426	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	Cutaneous T-cell lymphoma stage IV	C0278572	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	stage IV adult diffuse small cleaved cell lymphoma	C0280173	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	recurrent grade 3 follicular lymphoma	C0280185	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	recurrent grade 1 follicular lymphoma	C0280182	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Gemcitabine	recurrent grade 2 follicular lymphoma	C0280183	NCT00060112	Terminated	Phase 1	Administratively complete.	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
